time/s	current/A	potential/V
1.00000E+00  -3.35340E-06 9.37902E-01 
2.00000E+00  -3.35340E-06 9.37712E-01 
3.00000E+00  -3.35340E-06 9.37712E-01 
4.00000E+00  -3.35340E-06 9.37902E-01 
5.00000E+00  -3.35340E-06 9.37712E-01 
6.00000E+00  1.00912E-02  9.45503E-01 
7.00000E+00  2.00625E-02  9.53295E-01 
8.00000E+00  3.00338E-02  9.61467E-01 
9.00000E+00  4.00051E-02  9.70209E-01 
1.00000E+01  5.01298E-02  9.79331E-01 
1.10000E+01  6.01011E-02  9.88263E-01 
1.20000E+01  7.00725E-02  9.97955E-01 
1.30000E+01  8.00438E-02  1.00784E+00 
1.40000E+01  9.01685E-02  1.01810E+00 
1.50000E+01  1.00140E-01  1.02855E+00 
1.60000E+01  1.10111E-01  1.03957E+00 
1.70000E+01  1.20082E-01  1.05098E+00 
1.80000E+01  1.30207E-01  1.06276E+00 
1.90000E+01  1.40178E-01  1.07530E+00 
2.00000E+01  1.49996E-01  1.08804E+00 
2.10000E+01  1.59968E-01  1.10153E+00 
2.20000E+01  1.70092E-01  1.11559E+00 
2.30000E+01  1.79910E-01  1.13022E+00 
2.40000E+01  1.90035E-01  1.14505E+00 
2.50000E+01  2.00006E-01  1.16063E+00 
2.60000E+01  2.10131E-01  1.17698E+00 
2.70000E+01  2.20102E-01  1.19351E+00 
2.80000E+01  2.30074E-01  1.21061E+00 
2.90000E+01  2.40045E-01  1.22810E+00 
3.00000E+01  2.50170E-01  1.24558E+00 
3.10000E+01  2.60141E-01  1.26344E+00 
3.20000E+01  2.70112E-01  1.28150E+00 
3.30000E+01  2.80084E-01  1.30031E+00 
3.40000E+01  2.90208E-01  1.32160E+00 
3.50000E+01  3.00180E-01  1.35181E+00 
3.60000E+01  3.10304E-01  1.41073E+00 
3.70000E+01  3.00180E-01  1.44551E+00 
3.80000E+01  2.90208E-01  1.46641E+00 
3.90000E+01  2.80084E-01  1.47078E+00 
4.00000E+01  2.70112E-01  1.45995E+00 
4.10000E+01  2.60141E-01  1.43885E+00 
4.20000E+01  2.50170E-01  1.41073E+00 
4.30000E+01  2.40045E-01  1.37538E+00 
4.40000E+01  2.30074E-01  1.32654E+00 
4.50000E+01  2.20102E-01  1.24976E+00 
4.60000E+01  2.10131E-01  1.19826E+00 
4.70000E+01  2.00006E-01  1.17393E+00 
4.80000E+01  1.90035E-01  1.15550E+00 
4.90000E+01  1.80064E-01  1.13916E+00 
5.00000E+01  1.70092E-01  1.12395E+00 
5.10000E+01  1.59968E-01  1.10932E+00 
5.20000E+01  1.49996E-01  1.09545E+00 
5.30000E+01  1.40178E-01  1.08214E+00 
5.40000E+01  1.30207E-01  1.06922E+00 
5.50000E+01  1.20082E-01  1.05706E+00 
5.60000E+01  1.10111E-01  1.04509E+00 
5.70000E+01  9.99864E-02  1.03368E+00 
5.80000E+01  9.01685E-02  1.02285E+00 
5.90000E+01  8.00438E-02  1.01221E+00 
6.00000E+01  7.00725E-02  1.00214E+00 
6.10000E+01  6.01011E-02  9.92254E-01 
6.20000E+01  5.01298E-02  9.82752E-01 
6.30000E+01  4.00051E-02  9.73440E-01 
6.40000E+01  3.00338E-02  9.64508E-01 
6.50000E+01  1.99091E-02  9.55956E-01 
6.60000E+01  1.00912E-02  9.47784E-01 
6.70000E+01  -3.35340E-05 9.39612E-01 
