time/s	current/A	potential/V
1.00000E+00  -1.86939E-05 9.95485E-01 
2.00000E+00  -1.86939E-05 9.95485E-01 
3.00000E+00  -3.35340E-06 9.95485E-01 
4.00000E+00  -1.86939E-05 9.95485E-01 
5.00000E+00  -1.86939E-05 9.95485E-01 
6.00000E+00  9.93778E-03  1.00879E+00 
7.00000E+00  1.99091E-02  1.02266E+00 
8.00000E+00  2.98804E-02  1.03710E+00 
9.00000E+00  3.98517E-02  1.05212E+00 
1.00000E+01  4.99764E-02  1.06770E+00 
1.10000E+01  5.99477E-02  1.08366E+00 
1.20000E+01  6.99190E-02  1.10058E+00 
1.30000E+01  7.98904E-02  1.11768E+00 
1.40000E+01  9.00151E-02  1.13536E+00 
1.50000E+01  9.99864E-02  1.15398E+00 
1.60000E+01  1.10111E-01  1.17279E+00 
1.70000E+01  1.19929E-01  1.19237E+00 
1.80000E+01  1.30054E-01  1.21270E+00 
1.90000E+01  1.40025E-01  1.23342E+00 
2.00000E+01  1.49843E-01  1.25451E+00 
2.10000E+01  1.59814E-01  1.27656E+00 
2.20000E+01  1.69939E-01  1.29879E+00 
2.30000E+01  1.79910E-01  1.32160E+00 
2.40000E+01  1.89882E-01  1.34440E+00 
2.50000E+01  1.99853E-01  1.36816E+00 
2.60000E+01  2.09978E-01  1.39229E+00 
2.70000E+01  2.19949E-01  1.41643E+00 
2.80000E+01  2.09978E-01  1.40313E+00 
2.90000E+01  1.99853E-01  1.38754E+00 
3.00000E+01  1.89882E-01  1.37025E+00 
3.10000E+01  1.79910E-01  1.35105E+00 
3.20000E+01  1.69939E-01  1.33110E+00 
3.30000E+01  1.59814E-01  1.30982E+00 
3.40000E+01  1.49843E-01  1.28777E+00 
3.50000E+01  1.40025E-01  1.26535E+00 
3.60000E+01  1.30054E-01  1.24273E+00 
3.70000E+01  1.19929E-01  1.22050E+00 
3.80000E+01  1.09958E-01  1.19864E+00 
3.90000E+01  9.99864E-02  1.17736E+00 
4.00000E+01  9.00151E-02  1.15645E+00 
4.10000E+01  7.98904E-02  1.13669E+00 
4.20000E+01  6.99190E-02  1.11749E+00 
4.30000E+01  5.99477E-02  1.09887E+00 
4.40000E+01  4.99764E-02  1.08119E+00 
4.50000E+01  3.98517E-02  1.06390E+00 
4.60000E+01  2.98804E-02  1.04737E+00 
4.70000E+01  1.99091E-02  1.03178E+00 
4.80000E+01  9.93778E-03  1.01620E+00 
4.90000E+01  -1.86939E-04 1.00157E+00 
5.00000E+01  -3.35340E-06 1.00062E+00 
5.10000E+01  -3.35340E-06 9.99856E-01 
5.20000E+01  -3.35340E-06 9.99285E-01 
5.30000E+01  -1.86939E-05 9.98715E-01 
5.40000E+01  -3.35340E-06 9.98335E-01 
5.50000E+01  -3.35340E-06 9.97955E-01 
5.60000E+01  -3.35340E-06 9.97765E-01 
5.70000E+01  -3.35340E-06 9.97385E-01 
5.80000E+01  -3.35340E-06 9.97195E-01 
5.90000E+01  -3.35340E-06 9.97005E-01 
6.00000E+01  9.93778E-03  1.01012E+00 
6.10000E+01  1.99091E-02  1.02399E+00 
6.20000E+01  2.98804E-02  1.03843E+00 
6.30000E+01  3.98517E-02  1.05307E+00 
6.40000E+01  4.99764E-02  1.06865E+00 
6.50000E+01  5.99477E-02  1.08461E+00 
6.60000E+01  6.99190E-02  1.10115E+00 
6.70000E+01  7.98904E-02  1.11825E+00 
6.80000E+01  9.00151E-02  1.13593E+00 
6.90000E+01  9.99864E-02  1.15436E+00 
7.00000E+01  1.09958E-01  1.17336E+00 
7.10000E+01  1.19929E-01  1.19294E+00 
7.20000E+01  1.30054E-01  1.21346E+00 
7.30000E+01  1.40025E-01  1.23418E+00 
7.40000E+01  1.49843E-01  1.25565E+00 
7.50000E+01  1.59814E-01  1.27770E+00 
7.60000E+01  1.69939E-01  1.30031E+00 
7.70000E+01  1.79910E-01  1.32350E+00 
7.80000E+01  1.89882E-01  1.34687E+00 
7.90000E+01  1.99853E-01  1.37101E+00 
8.00000E+01  2.09978E-01  1.39533E+00 
8.10000E+01  2.19949E-01  1.41985E+00 
8.20000E+01  2.09978E-01  1.40636E+00 
8.30000E+01  1.99853E-01  1.39077E+00 
8.40000E+01  1.90035E-01  1.37329E+00 
8.50000E+01  1.79910E-01  1.35410E+00 
8.60000E+01  1.69939E-01  1.33395E+00 
8.70000E+01  1.59814E-01  1.31229E+00 
8.80000E+01  1.49843E-01  1.29005E+00 
8.90000E+01  1.40025E-01  1.26744E+00 
9.00000E+01  1.30054E-01  1.24463E+00 
9.10000E+01  1.19929E-01  1.22221E+00 
9.20000E+01  1.10111E-01  1.19997E+00 
9.30000E+01  9.99864E-02  1.17850E+00 
9.40000E+01  9.00151E-02  1.15759E+00 
9.50000E+01  7.98904E-02  1.13745E+00 
9.60000E+01  6.99190E-02  1.11806E+00 
9.70000E+01  5.99477E-02  1.09944E+00 
9.80000E+01  4.99764E-02  1.08157E+00 
9.90000E+01  3.98517E-02  1.06428E+00 
1.00000E+02  2.98804E-02  1.04775E+00 
1.01000E+02  1.99091E-02  1.03197E+00 
1.02000E+02  9.93778E-03  1.01639E+00 
1.03000E+02  -3.35340E-05 1.00176E+00 
1.04000E+02  -3.35340E-06 1.00081E+00 
1.05000E+02  -3.35340E-06 1.00005E+00 
1.06000E+02  -3.35340E-06 9.99476E-01 
1.07000E+02  -3.35340E-06 9.98905E-01 
1.08000E+02  -3.35340E-06 9.98525E-01 
