time/s	current/A	potential/V
2.84000E+02  4.90248E-01  1.11578E+00 
2.85000E+02  4.80277E-01  1.10837E+00 
2.86000E+02  4.70306E-01  1.10134E+00 
2.87000E+02  4.60488E-01  1.09450E+00 
2.88000E+02  4.50516E-01  1.08785E+00 
2.89000E+02  4.40392E-01  1.08157E+00 
2.90000E+02  4.30420E-01  1.07530E+00 
2.91000E+02  4.20449E-01  1.06903E+00 
2.92000E+02  4.10478E-01  1.06295E+00 
2.93000E+02  4.00353E-01  1.05725E+00 
2.94000E+02  3.90382E-01  1.05136E+00 
2.95000E+02  3.80410E-01  1.04547E+00 
2.96000E+02  3.70439E-01  1.04014E+00 
2.97000E+02  3.60314E-01  1.03463E+00 
2.98000E+02  3.50343E-01  1.02969E+00 
2.99000E+02  3.40372E-01  1.02456E+00 
3.00000E+02  3.30400E-01  1.01943E+00 
3.01000E+02  3.20276E-01  1.01468E+00 
3.02000E+02  3.10304E-01  1.00974E+00 
3.03000E+02  3.00180E-01  1.00480E+00 
3.04000E+02  2.90208E-01  1.00005E+00 
3.05000E+02  2.80084E-01  9.95295E-01 
3.06000E+02  2.70112E-01  9.90353E-01 
3.07000E+02  2.60141E-01  9.85602E-01 
3.08000E+02  2.50170E-01  9.81041E-01 
3.09000E+02  2.40045E-01  9.76100E-01 
3.10000E+02  2.30074E-01  9.71349E-01 
3.11000E+02  2.20102E-01  9.66598E-01 
3.12000E+02  2.10131E-01  9.61847E-01 
3.13000E+02  2.00006E-01  9.57286E-01 
3.14000E+02  1.90035E-01  9.52345E-01 
3.15000E+02  1.80064E-01  9.47974E-01 
3.16000E+02  1.70092E-01  9.43223E-01 
3.17000E+02  1.59968E-01  9.38472E-01 
3.18000E+02  1.49996E-01  9.33721E-01 
3.19000E+02  1.40178E-01  9.28780E-01 
3.20000E+02  1.30207E-01  9.24029E-01 
3.21000E+02  1.20082E-01  9.19087E-01 
3.22000E+02  1.10111E-01  9.14146E-01 
3.23000E+02  1.00140E-01  9.09395E-01 
3.24000E+02  9.01685E-02  9.04454E-01 
3.25000E+02  8.00438E-02  8.99513E-01 
3.26000E+02  7.00725E-02  8.94382E-01 
3.27000E+02  6.01011E-02  8.89251E-01 
3.28000E+02  5.01298E-02  8.84310E-01 
3.29000E+02  4.00051E-02  8.78988E-01 
3.30000E+02  3.00338E-02  8.73667E-01 
3.31000E+02  2.00625E-02  8.68346E-01 
3.32000E+02  1.00912E-02  8.63025E-01 
3.33000E+02  -3.35340E-05 8.57514E-01 
3.34000E+02  -3.35340E-06 8.57134E-01 
3.35000E+02  -3.35340E-06 8.56944E-01 
3.36000E+02  -3.35340E-06 8.56944E-01 
3.37000E+02  -3.35340E-06 8.56753E-01 
3.38000E+02  -3.35340E-06 8.56563E-01 
