time/s	current/A	potential/V
1.00000E+00  -3.35340E-06 8.42500E-01 
2.00000E+00  -3.35340E-06 8.42500E-01 
3.00000E+00  -3.35340E-06 8.42500E-01 
4.00000E+00  -3.35340E-06 8.42500E-01 
5.00000E+00  -3.35340E-06 8.42500E-01 
6.00000E+00  1.00912E-02  8.47631E-01 
7.00000E+00  1.99091E-02  8.52763E-01 
8.00000E+00  3.00338E-02  8.57894E-01 
9.00000E+00  4.00051E-02  8.62835E-01 
1.00000E+01  5.01298E-02  8.67776E-01 
1.10000E+01  6.01011E-02  8.72907E-01 
1.20000E+01  7.00725E-02  8.77658E-01 
1.30000E+01  8.00438E-02  8.82599E-01 
1.40000E+01  9.01685E-02  8.87350E-01 
1.50000E+01  9.99864E-02  8.91911E-01 
1.60000E+01  1.10111E-01  8.96852E-01 
1.70000E+01  1.20082E-01  9.01414E-01 
1.80000E+01  1.30207E-01  9.06165E-01 
1.90000E+01  1.40178E-01  9.10916E-01 
2.00000E+01  1.49996E-01  9.15287E-01 
2.10000E+01  1.59968E-01  9.19848E-01 
2.20000E+01  1.70092E-01  9.24599E-01 
2.30000E+01  1.79910E-01  9.29160E-01 
2.40000E+01  1.90035E-01  9.33721E-01 
2.50000E+01  2.00006E-01  9.38092E-01 
2.60000E+01  2.10131E-01  9.42843E-01 
2.70000E+01  2.20102E-01  9.47214E-01 
2.80000E+01  2.30074E-01  9.51585E-01 
2.90000E+01  2.40045E-01  9.56146E-01 
3.00000E+01  2.50170E-01  9.60517E-01 
3.10000E+01  2.60141E-01  9.65078E-01 
3.20000E+01  2.70112E-01  9.69639E-01 
3.30000E+01  2.80084E-01  9.74200E-01 
3.40000E+01  2.90208E-01  9.78951E-01 
3.50000E+01  3.00180E-01  9.83512E-01 
3.60000E+01  3.10304E-01  9.87883E-01 
3.70000E+01  3.20276E-01  9.92634E-01 
3.80000E+01  3.30400E-01  9.97385E-01 
3.90000E+01  3.40372E-01  1.00195E+00 
4.00000E+01  3.50343E-01  1.00670E+00 
4.10000E+01  3.60314E-01  1.01145E+00 
4.20000E+01  3.70439E-01  1.01601E+00 
4.30000E+01  3.80410E-01  1.02095E+00 
4.40000E+01  3.90382E-01  1.02589E+00 
4.50000E+01  4.00353E-01  1.03083E+00 
4.60000E+01  4.10324E-01  1.03558E+00 
4.70000E+01  4.20296E-01  1.04071E+00 
4.80000E+01  4.30420E-01  1.04566E+00 
4.90000E+01  4.40392E-01  1.05079E+00 
5.00000E+01  4.50363E-01  1.05592E+00 
5.10000E+01  4.60334E-01  1.06105E+00 
5.20000E+01  4.70306E-01  1.06656E+00 
5.30000E+01  4.80277E-01  1.07207E+00 
5.40000E+01  4.90248E-01  1.07739E+00 
5.50000E+01  5.00373E-01  1.08309E+00 
5.60000E+01  5.10344E-01  1.08880E+00 
5.70000E+01  5.20315E-01  1.09450E+00 
5.80000E+01  5.30287E-01  1.10039E+00 
5.90000E+01  5.40258E-01  1.10647E+00 
6.00000E+01  5.50076E-01  1.11255E+00 
6.10000E+01  5.60354E-01  1.11901E+00 
6.20000E+01  5.70325E-01  1.12547E+00 
6.30000E+01  5.80297E-01  1.13194E+00 
6.40000E+01  5.90268E-01  1.13878E+00 
6.50000E+01  6.00393E-01  1.14581E+00 
6.60000E+01  6.10211E-01  1.15284E+00 
6.70000E+01  6.20029E-01  1.16025E+00 
6.80000E+01  6.30000E-01  1.16785E+00 
6.90000E+01  6.40125E-01  1.17565E+00 
7.00000E+01  6.50096E-01  1.18382E+00 
7.10000E+01  6.60221E-01  1.19199E+00 
7.20000E+01  6.70039E-01  1.20073E+00 
7.30000E+01  6.80163E-01  1.20947E+00 
7.40000E+01  6.90135E-01  1.21878E+00 
7.50000E+01  7.00106E-01  1.22810E+00 
7.60000E+01  7.10077E-01  1.23798E+00 
7.70000E+01  7.20202E-01  1.24786E+00 
7.80000E+01  7.30173E-01  1.25812E+00 
7.90000E+01  7.40298E-01  1.26896E+00 
8.00000E+01  7.50269E-01  1.28017E+00 
8.10000E+01  7.60394E-01  1.29290E+00 
8.20000E+01  7.70212E-01  1.30734E+00 
8.30000E+01  7.80030E-01  1.32331E+00 
8.40000E+01  7.90001E-01  1.33927E+00 
8.50000E+01  8.00126E-01  1.35600E+00 
8.60000E+01  8.10097E-01  1.37348E+00 
8.70000E+01  8.20222E-01  1.39134E+00 
8.80000E+01  8.30193E-01  1.40940E+00 
8.90000E+01  8.20222E-01  1.41149E+00 
9.00000E+01  8.10097E-01  1.40807E+00 
9.10000E+01  8.00126E-01  1.40123E+00 
9.20000E+01  7.90001E-01  1.39267E+00 
9.30000E+01  7.80030E-01  1.38260E+00 
9.40000E+01  7.70212E-01  1.37215E+00 
9.50000E+01  7.60394E-01  1.36094E+00 
9.60000E+01  7.50269E-01  1.34953E+00 
9.70000E+01  7.40298E-01  1.33794E+00 
9.80000E+01  7.30173E-01  1.32616E+00 
9.90000E+01  7.20202E-01  1.31419E+00 
1.00000E+02  7.10077E-01  1.30183E+00 
1.01000E+02  7.00106E-01  1.28948E+00 
1.02000E+02  6.90135E-01  1.27694E+00 
1.03000E+02  6.80163E-01  1.26459E+00 
1.04000E+02  6.70192E-01  1.25223E+00 
1.05000E+02  6.60221E-01  1.24007E+00 
1.06000E+02  6.50096E-01  1.22848E+00 
1.07000E+02  6.40125E-01  1.21688E+00 
1.08000E+02  6.30000E-01  1.20586E+00 
1.09000E+02  6.20029E-01  1.19522E+00 
1.10000E+02  6.10211E-01  1.18477E+00 
1.11000E+02  6.00393E-01  1.17488E+00 
1.12000E+02  5.90268E-01  1.16519E+00 
1.13000E+02  5.80297E-01  1.15569E+00 
1.14000E+02  5.70325E-01  1.14657E+00 
1.15000E+02  5.60354E-01  1.13783E+00 
1.16000E+02  5.50076E-01  1.12927E+00 
1.17000E+02  5.40258E-01  1.12110E+00 
1.18000E+02  5.30287E-01  1.11312E+00 
1.19000E+02  5.20315E-01  1.10571E+00 
1.20000E+02  5.10191E-01  1.09830E+00 
1.21000E+02  5.00219E-01  1.09146E+00 
1.22000E+02  4.90248E-01  1.08461E+00 
1.23000E+02  4.80277E-01  1.07834E+00 
1.24000E+02  4.70306E-01  1.07188E+00 
1.25000E+02  4.60334E-01  1.06561E+00 
1.26000E+02  4.50516E-01  1.05934E+00 
1.27000E+02  4.40392E-01  1.05345E+00 
1.28000E+02  4.30420E-01  1.04756E+00 
1.29000E+02  4.20296E-01  1.04205E+00 
1.30000E+02  4.10478E-01  1.03672E+00 
1.31000E+02  4.00353E-01  1.03178E+00 
1.32000E+02  3.90382E-01  1.02665E+00 
1.33000E+02  3.80410E-01  1.02190E+00 
1.34000E+02  3.70439E-01  1.01696E+00 
1.35000E+02  3.60314E-01  1.01221E+00 
