time/s	current/A	potential/V
1.00000E+00  -1.86939E-05 8.68156E-01 
2.00000E+00  -1.86939E-05 8.67966E-01 
3.00000E+00  -1.86939E-05 8.68156E-01 
4.00000E+00  -1.86939E-05 8.68156E-01 
5.00000E+00  -1.86939E-05 8.67966E-01 
6.00000E+00  9.93778E-03  8.73857E-01 
7.00000E+00  1.99091E-02  8.79559E-01 
8.00000E+00  2.98804E-02  8.85260E-01 
9.00000E+00  3.98517E-02  8.90961E-01 
1.00000E+01  4.99764E-02  8.96662E-01 
1.10000E+01  5.99477E-02  9.02174E-01 
1.20000E+01  6.99190E-02  9.07875E-01 
1.30000E+01  7.98904E-02  9.13196E-01 
1.40000E+01  9.00151E-02  9.18707E-01 
1.50000E+01  9.99864E-02  9.24029E-01 
1.60000E+01  1.09958E-01  9.29730E-01 
1.70000E+01  1.19929E-01  9.35051E-01 
1.80000E+01  1.30054E-01  9.40182E-01 
1.90000E+01  1.40025E-01  9.45693E-01 
2.00000E+01  1.49843E-01  9.50635E-01 
2.10000E+01  1.59814E-01  9.55956E-01 
2.20000E+01  1.69939E-01  9.61277E-01 
2.30000E+01  1.79910E-01  9.66598E-01 
2.40000E+01  1.89882E-01  9.71919E-01 
2.50000E+01  1.99853E-01  9.77241E-01 
2.60000E+01  2.09978E-01  9.82562E-01 
2.70000E+01  2.19949E-01  9.87693E-01 
2.80000E+01  2.29920E-01  9.93204E-01 
2.90000E+01  2.39892E-01  9.98335E-01 
3.00000E+01  2.50016E-01  1.00366E+00 
3.10000E+01  2.59988E-01  1.00898E+00 
3.20000E+01  2.69959E-01  1.01430E+00 
3.30000E+01  2.79930E-01  1.01981E+00 
3.40000E+01  2.90055E-01  1.02513E+00 
3.50000E+01  3.00026E-01  1.03064E+00 
3.60000E+01  3.10151E-01  1.03615E+00 
3.70000E+01  3.20122E-01  1.04166E+00 
3.80000E+01  3.30247E-01  1.04699E+00 
3.90000E+01  3.40218E-01  1.05250E+00 
4.00000E+01  3.50190E-01  1.05820E+00 
4.10000E+01  3.60161E-01  1.06371E+00 
4.20000E+01  3.70286E-01  1.06941E+00 
4.30000E+01  3.80257E-01  1.07530E+00 
4.40000E+01  3.90228E-01  1.08119E+00 
4.50000E+01  4.00200E-01  1.08690E+00 
4.60000E+01  4.10324E-01  1.09298E+00 
4.70000E+01  4.20296E-01  1.09887E+00 
4.80000E+01  4.30267E-01  1.10495E+00 
4.90000E+01  4.40238E-01  1.11103E+00 
5.00000E+01  4.50363E-01  1.11730E+00 
5.10000E+01  4.60181E-01  1.12376E+00 
5.20000E+01  4.70152E-01  1.13022E+00 
5.30000E+01  4.80123E-01  1.13688E+00 
5.40000E+01  4.90248E-01  1.14334E+00 
5.50000E+01  5.00219E-01  1.15018E+00 
5.60000E+01  5.10191E-01  1.15702E+00 
5.70000E+01  5.20162E-01  1.16405E+00 
5.80000E+01  5.30133E-01  1.17127E+00 
5.90000E+01  5.40105E-01  1.17888E+00 
6.00000E+01  5.50076E-01  1.18629E+00 
6.10000E+01  5.60201E-01  1.19389E+00 
6.20000E+01  5.70172E-01  1.20187E+00 
6.30000E+01  5.80143E-01  1.21004E+00 
6.40000E+01  5.90115E-01  1.21821E+00 
6.50000E+01  6.00239E-01  1.22696E+00 
6.60000E+01  6.10211E-01  1.23570E+00 
6.70000E+01  6.19875E-01  1.24463E+00 
6.80000E+01  6.29847E-01  1.25394E+00 
6.90000E+01  6.40125E-01  1.26363E+00 
7.00000E+01  6.49943E-01  1.27352E+00 
7.10000E+01  6.60067E-01  1.28359E+00 
7.20000E+01  6.70039E-01  1.29404E+00 
7.30000E+01  6.80163E-01  1.30487E+00 
7.40000E+01  6.90135E-01  1.31609E+00 
7.50000E+01  7.00106E-01  1.32749E+00 
