time/s	current/A	potential/V
1.00000E+00  -1.86939E-05 9.30870E-01 
2.00000E+00  -1.86939E-05 9.31060E-01 
3.00000E+00  -1.86939E-05 9.31060E-01 
4.00000E+00  -1.86939E-05 9.31060E-01 
5.00000E+00  -1.86939E-05 9.31060E-01 
6.00000E+00  9.93778E-03  9.41132E-01 
7.00000E+00  1.99091E-02  9.51395E-01 
8.00000E+00  2.98804E-02  9.62037E-01 
9.00000E+00  3.98517E-02  9.72680E-01 
1.00000E+01  4.99764E-02  9.83702E-01 
1.10000E+01  5.99477E-02  9.94534E-01 
1.20000E+01  6.99190E-02  1.00537E+00 
1.30000E+01  7.98904E-02  1.01620E+00 
1.40000E+01  9.00151E-02  1.02722E+00 
1.50000E+01  9.99864E-02  1.03824E+00 
1.60000E+01  1.09958E-01  1.04927E+00 
1.70000E+01  1.19929E-01  1.06048E+00 
1.80000E+01  1.30054E-01  1.07169E+00 
1.90000E+01  1.40025E-01  1.08309E+00 
2.00000E+01  1.49843E-01  1.09450E+00 
2.10000E+01  1.59814E-01  1.10609E+00 
2.20000E+01  1.69939E-01  1.11768E+00 
2.30000E+01  1.79910E-01  1.12946E+00 
2.40000E+01  1.89882E-01  1.14106E+00 
2.50000E+01  1.99853E-01  1.15303E+00 
2.60000E+01  2.09978E-01  1.16500E+00 
2.70000E+01  2.19949E-01  1.17736E+00 
2.80000E+01  2.29920E-01  1.18952E+00 
2.90000E+01  2.39892E-01  1.20206E+00 
3.00000E+01  2.50016E-01  1.21441E+00 
3.10000E+01  2.59988E-01  1.22715E+00 
3.20000E+01  2.69959E-01  1.23988E+00 
3.30000E+01  2.79930E-01  1.25280E+00 
3.40000E+01  2.90055E-01  1.26592E+00 
3.50000E+01  3.00026E-01  1.27941E+00 
3.60000E+01  3.10151E-01  1.29309E+00 
3.70000E+01  3.20122E-01  1.30677E+00 
3.80000E+01  3.30247E-01  1.32084E+00 
3.90000E+01  3.40218E-01  1.33509E+00 
4.00000E+01  3.50190E-01  1.34915E+00 
4.10000E+01  3.60161E-01  1.36398E+00 
4.20000E+01  3.70286E-01  1.37899E+00 
4.30000E+01  3.80257E-01  1.39419E+00 
4.40000E+01  3.90228E-01  1.40959E+00 
4.50000E+01  3.80257E-01  1.39952E+00 
4.60000E+01  3.70286E-01  1.38811E+00 
4.70000E+01  3.60161E-01  1.37557E+00 
4.80000E+01  3.50190E-01  1.36265E+00 
4.90000E+01  3.40218E-01  1.34915E+00 
5.00000E+01  3.30247E-01  1.33566E+00 
5.10000E+01  3.20122E-01  1.32198E+00 
5.20000E+01  3.10151E-01  1.30791E+00 
5.30000E+01  3.00026E-01  1.29404E+00 
5.40000E+01  2.90055E-01  1.28036E+00 
5.50000E+01  2.79930E-01  1.26649E+00 
5.60000E+01  2.69959E-01  1.25299E+00 
5.70000E+01  2.59988E-01  1.23969E+00 
5.80000E+01  2.50016E-01  1.22658E+00 
5.90000E+01  2.39892E-01  1.21327E+00 
6.00000E+01  2.29920E-01  1.20035E+00 
6.10000E+01  2.19949E-01  1.18762E+00 
6.20000E+01  2.09978E-01  1.17488E+00 
6.30000E+01  1.99853E-01  1.16234E+00 
6.40000E+01  1.89882E-01  1.14999E+00 
6.50000E+01  1.79910E-01  1.13783E+00 
6.60000E+01  1.69939E-01  1.12585E+00 
6.70000E+01  1.59814E-01  1.11369E+00 
6.80000E+01  1.49843E-01  1.10191E+00 
6.90000E+01  1.40025E-01  1.09013E+00 
7.00000E+01  1.30054E-01  1.07853E+00 
7.10000E+01  1.19929E-01  1.06694E+00 
7.20000E+01  1.09958E-01  1.05554E+00 
7.30000E+01  9.99864E-02  1.04433E+00 
7.40000E+01  9.00151E-02  1.03292E+00 
7.50000E+01  7.98904E-02  1.02171E+00 
7.60000E+01  6.99190E-02  1.01050E+00 
7.70000E+01  5.99477E-02  9.99476E-01 
7.80000E+01  4.99764E-02  9.88453E-01 
7.90000E+01  3.98517E-02  9.77431E-01 
8.00000E+01  2.98804E-02  9.66408E-01 
8.10000E+01  1.99091E-02  9.55576E-01 
8.20000E+01  9.93778E-03  9.44933E-01 
8.30000E+01  -1.86939E-04 9.34101E-01 
8.40000E+01  -1.86939E-05 9.33151E-01 
8.50000E+01  -1.86939E-05 9.32961E-01 
8.60000E+01  -3.35340E-06 9.32581E-01 
8.70000E+01  -1.86939E-05 9.32390E-01 
8.80000E+01  -1.86939E-05 9.32200E-01 
8.90000E+01  -1.86939E-05 9.32010E-01 
9.00000E+01  -1.86939E-05 9.31820E-01 
9.10000E+01  -3.35340E-06 9.31820E-01 
9.20000E+01  -1.86939E-05 9.31820E-01 
9.30000E+01  -1.86939E-05 9.31630E-01 
9.40000E+01  9.93778E-03  9.41703E-01 
9.50000E+01  1.99091E-02  9.51965E-01 
9.60000E+01  2.98804E-02  9.62417E-01 
9.70000E+01  3.98517E-02  9.73250E-01 
9.80000E+01  4.99764E-02  9.84082E-01 
9.90000E+01  5.99477E-02  9.94724E-01 
1.00000E+02  6.99190E-02  1.00556E+00 
1.01000E+02  7.98904E-02  1.01658E+00 
1.02000E+02  9.00151E-02  1.02741E+00 
1.03000E+02  9.99864E-02  1.03843E+00 
1.04000E+02  1.09958E-01  1.04946E+00 
1.05000E+02  1.19929E-01  1.06048E+00 
1.06000E+02  1.30054E-01  1.07188E+00 
1.07000E+02  1.40025E-01  1.08309E+00 
1.08000E+02  1.49843E-01  1.09450E+00 
1.09000E+02  1.59814E-01  1.10609E+00 
1.10000E+02  1.69939E-01  1.11768E+00 
1.11000E+02  1.79910E-01  1.12946E+00 
1.12000E+02  1.89882E-01  1.14125E+00 
1.13000E+02  1.99853E-01  1.15322E+00 
1.14000E+02  2.09978E-01  1.16519E+00 
1.15000E+02  2.19949E-01  1.17736E+00 
1.16000E+02  2.29920E-01  1.18971E+00 
1.17000E+02  2.39892E-01  1.20206E+00 
1.18000E+02  2.50016E-01  1.21460E+00 
1.19000E+02  2.59988E-01  1.22753E+00 
1.20000E+02  2.69959E-01  1.24007E+00 
1.21000E+02  2.79930E-01  1.25299E+00 
1.22000E+02  2.90055E-01  1.26649E+00 
1.23000E+02  3.00026E-01  1.27979E+00 
1.24000E+02  3.10151E-01  1.29347E+00 
1.25000E+02  3.20122E-01  1.30734E+00 
1.26000E+02  3.30247E-01  1.32141E+00 
1.27000E+02  3.40218E-01  1.33547E+00 
1.28000E+02  3.50190E-01  1.34972E+00 
1.29000E+02  3.60161E-01  1.36455E+00 
1.30000E+02  3.70286E-01  1.37956E+00 
1.31000E+02  3.80257E-01  1.39495E+00 
1.32000E+02  3.90228E-01  1.41035E+00 
1.33000E+02  3.80257E-01  1.40028E+00 
1.34000E+02  3.70286E-01  1.38887E+00 
