time/s	current/A	potential/V
1.00000E+00  -3.35340E-06 9.00843E-01 
2.00000E+00  -3.35340E-06 9.00843E-01 
3.00000E+00  -3.35340E-06 9.00653E-01 
4.00000E+00  -3.35340E-06 9.00843E-01 
5.00000E+00  -3.35340E-06 9.00843E-01 
6.00000E+00  9.93778E-03  9.08065E-01 
7.00000E+00  1.99091E-02  9.15477E-01 
8.00000E+00  3.00338E-02  9.23078E-01 
9.00000E+00  4.00051E-02  9.30300E-01 
1.00000E+01  5.01298E-02  9.37712E-01 
1.10000E+01  6.01011E-02  9.45123E-01 
1.20000E+01  7.00725E-02  9.52155E-01 
1.30000E+01  7.98904E-02  9.59757E-01 
1.40000E+01  9.00151E-02  9.66788E-01 
1.50000E+01  9.99864E-02  9.74200E-01 
1.60000E+01  1.10111E-01  9.81612E-01 
1.70000E+01  1.19929E-01  9.88833E-01 
1.80000E+01  1.30207E-01  9.96055E-01 
1.90000E+01  1.40025E-01  1.00347E+00 
2.00000E+01  1.49843E-01  1.01069E+00 
2.10000E+01  1.59814E-01  1.01791E+00 
2.20000E+01  1.69939E-01  1.02551E+00 
2.30000E+01  1.79910E-01  1.03273E+00 
2.40000E+01  1.90035E-01  1.04014E+00 
2.50000E+01  2.00006E-01  1.04737E+00 
2.60000E+01  2.09978E-01  1.05497E+00 
2.70000E+01  2.20102E-01  1.06219E+00 
2.80000E+01  2.30074E-01  1.06979E+00 
2.90000E+01  2.40045E-01  1.07739E+00 
3.00000E+01  2.50016E-01  1.08480E+00 
3.10000E+01  2.59988E-01  1.09260E+00 
3.20000E+01  2.70112E-01  1.10020E+00 
3.30000E+01  2.79930E-01  1.10780E+00 
3.40000E+01  2.90055E-01  1.11578E+00 
3.50000E+01  3.00026E-01  1.12357E+00 
3.60000E+01  3.10151E-01  1.13137E+00 
3.70000E+01  3.20122E-01  1.13954E+00 
3.80000E+01  3.30247E-01  1.14752E+00 
3.90000E+01  3.40218E-01  1.15550E+00 
4.00000E+01  3.50343E-01  1.16386E+00 
4.10000E+01  3.60161E-01  1.17222E+00 
4.20000E+01  3.70286E-01  1.18059E+00 
4.30000E+01  3.80257E-01  1.18933E+00 
4.40000E+01  3.90382E-01  1.19788E+00 
4.50000E+01  4.00200E-01  1.20662E+00 
4.60000E+01  4.10324E-01  1.21555E+00 
4.70000E+01  4.20296E-01  1.22468E+00 
4.80000E+01  4.30420E-01  1.23380E+00 
4.90000E+01  4.40238E-01  1.24292E+00 
5.00000E+01  4.50363E-01  1.25242E+00 
5.10000E+01  4.60334E-01  1.26211E+00 
5.20000E+01  4.70152E-01  1.27219E+00 
5.30000E+01  4.80123E-01  1.28207E+00 
5.40000E+01  4.90248E-01  1.29233E+00 
5.50000E+01  5.00219E-01  1.30259E+00 
5.60000E+01  5.10191E-01  1.31343E+00 
5.70000E+01  5.20315E-01  1.32426E+00 
5.80000E+01  5.30287E-01  1.33547E+00 
5.90000E+01  5.40105E-01  1.34668E+00 
6.00000E+01  5.50076E-01  1.35809E+00 
6.10000E+01  5.60201E-01  1.37025E+00 
6.20000E+01  5.70172E-01  1.38241E+00 
6.30000E+01  5.80297E-01  1.39476E+00 
6.40000E+01  5.90268E-01  1.40750E+00 
6.50000E+01  5.80297E-01  1.40199E+00 
6.60000E+01  5.70172E-01  1.39476E+00 
6.70000E+01  5.60354E-01  1.38621E+00 
6.80000E+01  5.50076E-01  1.37652E+00 
6.90000E+01  5.40105E-01  1.36645E+00 
7.00000E+01  5.30287E-01  1.35581E+00 
7.10000E+01  5.20162E-01  1.34478E+00 
7.20000E+01  5.10191E-01  1.33395E+00 
7.30000E+01  5.00219E-01  1.32312E+00 
7.40000E+01  4.90248E-01  1.31191E+00 
7.50000E+01  4.80123E-01  1.30069E+00 
7.60000E+01  4.70152E-01  1.28986E+00 
7.70000E+01  4.60334E-01  1.27903E+00 
7.80000E+01  4.50363E-01  1.26858E+00 
7.90000E+01  4.40238E-01  1.25812E+00 
8.00000E+01  4.30420E-01  1.24786E+00 
8.10000E+01  4.20296E-01  1.23798E+00 
8.20000E+01  4.10324E-01  1.22829E+00 
8.30000E+01  4.00200E-01  1.21840E+00 
8.40000E+01  3.90228E-01  1.20890E+00 
8.50000E+01  3.80257E-01  1.19978E+00 
8.60000E+01  3.70286E-01  1.19047E+00 
8.70000E+01  3.60161E-01  1.18154E+00 
8.80000E+01  3.50190E-01  1.17279E+00 
8.90000E+01  3.40218E-01  1.16405E+00 
9.00000E+01  3.30247E-01  1.15531E+00 
9.10000E+01  3.20122E-01  1.14695E+00 
9.20000E+01  3.10151E-01  1.13859E+00 
9.30000E+01  3.00026E-01  1.13041E+00 
9.40000E+01  2.90055E-01  1.12224E+00 
9.50000E+01  2.79930E-01  1.11407E+00 
9.60000E+01  2.70112E-01  1.10609E+00 
9.70000E+01  2.59988E-01  1.09830E+00 
9.80000E+01  2.50016E-01  1.09032E+00 
9.90000E+01  2.40045E-01  1.08252E+00 
1.00000E+02  2.30074E-01  1.07492E+00 
1.01000E+02  2.20102E-01  1.06713E+00 
1.02000E+02  2.09978E-01  1.05953E+00 
1.03000E+02  2.00006E-01  1.05212E+00 
1.04000E+02  1.90035E-01  1.04452E+00 
1.05000E+02  1.79910E-01  1.03691E+00 
1.06000E+02  1.69939E-01  1.02969E+00 
1.07000E+02  1.59814E-01  1.02209E+00 
1.08000E+02  1.49843E-01  1.01468E+00 
1.09000E+02  1.40025E-01  1.00746E+00 
1.10000E+02  1.30207E-01  9.99856E-01 
1.11000E+02  1.20082E-01  9.92444E-01 
1.12000E+02  1.10111E-01  9.85222E-01 
1.13000E+02  9.99864E-02  9.77811E-01 
1.14000E+02  9.00151E-02  9.70399E-01 
1.15000E+02  8.00438E-02  9.62987E-01 
1.16000E+02  7.00725E-02  9.55576E-01 
1.17000E+02  6.01011E-02  9.48354E-01 
1.18000E+02  5.01298E-02  9.40942E-01 
1.19000E+02  4.00051E-02  9.33531E-01 
1.20000E+02  3.00338E-02  9.25929E-01 
1.21000E+02  1.99091E-02  9.18327E-01 
1.22000E+02  9.93778E-03  9.10726E-01 
1.23000E+02  -3.35340E-05 9.02934E-01 
1.24000E+02  -3.35340E-06 9.02554E-01 
1.25000E+02  -3.35340E-06 9.02174E-01 
1.26000E+02  -3.35340E-06 9.02174E-01 
1.27000E+02  -3.35340E-06 9.01984E-01 
1.28000E+02  -3.35340E-06 9.01794E-01 
